# generated at: 2024-07-10 09:17:24.406879
#
# nodes: 5000
# cloud clusters: 4
# 	max size: 491
# 	min size: 92
# fog clusters: 1136
# 	max size: 5
# 	min size: 2
# nodes with bandwidth specified: 500
# 	cloud: 100
# 	fog: 400
# total CPU cores: 28594
# total memory GiB: 86112
# total ingress Mbps: 2189656.8946933206
# total egress Mbps: 2042286.6267510864
#
# n: 5000
# cloud_size_percentage: 20
# fog_size_percentage: 80
# min_max_cloud_cluster_size_percentage: [1, 10]
# min_max_fog_cluster_size_percentage: [0.04, 0.12]
# cloud_node_types: ['T4', 'T5', 'T6', 'T7', 'T8', 'T9', 'T10']
# fog_node_types: ['T1', 'T2', 'T3', 'T4']
# base_node_single_core_score: 1000
# min_max_cloud_node_single_core_score: [900, 1800]
# min_max_fog_node_single_core_score: [500, 1200]
# min_max_cluster_node_cost_per_core: [100, 300]
# nodes_with_bandwidth_capacity_percentage: 10
# min_max_ingress_bandwidth_per_core: [10, 1500]
# min_max_egress_bandwidth_per_core: [10, 1500]
# min_max_cloud_uptime_percentage_30_days: [97, 100]
# min_max_fog_uptime_percentage_30_days: [90, 100]
# min_max_intra_cluster_latencies: [2, 5]
# min_max_inter_cluster_latencies: [15, 50]
#
hostname,layer,region,cloud_zone,fog_location,cpu_cores,single_core_score,base_single_core_score,memory_GiB,ingress_bandwidth_Mbps,egress_bandwidth_Mbps,uptime_30d_percentage,cost
0,cloud,region-0,region-0-c,,16,1760,1000,64,3444.8518832519408,9400.68429561578,97.82768275684978,2440.5711998064453
1,cloud,region-0,region-0-c,,8,1740,1000,16,10649.680315654598,615.3803603005224,98.64261965419361,1527.4682482889837
2,cloud,region-0,region-0-a,,16,1171,1000,64,2365.526368442127,11057.8753389089,98.3777746047889,3844.0458506788646
3,cloud,region-0,region-0-b,,4,1736,1000,16,2394.6891252811433,2750.1989349172804,99.27485181077695,536.5201561532228
4,cloud,region-0,region-0-b,,32,1195,1000,128,19343.329592348447,46603.04421186791,98.46784638218998,7816.134882491175
5,cloud,region-0,region-0-b,,32,1705,1000,128,24642.462010538533,30133.226922073733,98.66370995683543,8087.493858909205
6,cloud,region-0,region-0-c,,4,1450,1000,16,2449.558477944696,3103.759008744631,97.2854352168993,900.3666870845658
7,cloud,region-0,region-0-c,,16,1107,1000,32,18937.663861882207,21800.35935256448,99.00251108981787,1930.0547965133692
8,cloud,region-0,region-0-a,,32,917,1000,128,47802.645581103614,2112.530130668526,97.75153937671325,3505.332242206522
9,cloud,region-0,region-0-a,,32,1460,1000,128,1646.626594841435,24597.116002914172,98.3545920602254,7058.80817445434
10,cloud,region-0,region-0-c,,4,1097,1000,16,86.04455154416175,2554.3817346602855,98.19900098175569,647.4959531942546
11,cloud,region-0,region-0-a,,8,1277,1000,16,10625.853284617497,5096.500189934641,99.5220301364532,1188.4581090028573
12,cloud,region-0,region-0-c,,8,954,1000,16,1542.4856746973894,3069.1186777523703,98.32669624010045,2087.7367372950634
13,cloud,region-0,region-0-a,,8,1589,1000,32,11859.090036910835,9092.999251926929,99.97625101874075,2273.4071541197104
14,cloud,region-0,region-0-c,,16,1045,1000,64,23260.634461714748,7331.621121760887,99.96875845131242,3057.6828772123954
15,cloud,region-0,region-0-a,,32,1104,1000,128,21510.14590182256,1531.8969238321415,99.28475068421338,4187.42324275464
16,cloud,region-0,region-0-a,,16,1507,1000,64,21492.70428232913,14274.704409013553,97.24640154300985,4727.792268101717
17,cloud,region-0,region-0-b,,16,1119,1000,32,3924.7128206135185,13045.71836505931,98.07802114182117,3338.379934452073
18,cloud,region-0,region-0-b,,8,1439,1000,16,2727.3302952676836,1954.5558462972547,98.80370141463493,1424.357908941071
19,cloud,region-0,region-0-c,,16,939,1000,64,1904.27377860113,15694.061119277249,98.03013015435482,2093.7154418400987
20,cloud,region-0,region-0-a,,8,1730,1000,32,10856.85441967719,9708.377177138698,98.19569681417923,1901.0887064779774
21,cloud,region-0,region-0-b,,8,1173,1000,16,11545.184918405968,2020.170248217886,98.89201188241972,959.8107727166905
22,cloud,region-0,region-0-c,,4,1660,1000,16,2733.095961188722,2045.492025550018,98.86109745786437,780.1940175290865
23,cloud,region-0,region-0-c,,16,984,1000,64,12771.525882621347,2671.369581836688,99.61957325418685,2550.520470950571
24,cloud,region-0,region-0-a,,32,1440,1000,128,3168.2792174419537,18850.28274685457,99.9351047086027,3560.378646185417
25,cloud,region-0,region-0-a,,16,1362,1000,64,1315.6177746290005,12748.842837743005,97.5072101373127,4686.7564127607475
26,cloud,region-0,region-0-a,,16,1021,1000,32,23218.531086930856,16406.76043505819,98.45525745813941,2154.6068892273893
27,cloud,region-0,region-0-a,,32,981,1000,128,26779.425833611273,12544.11612577893,99.24019749406933,7981.146099940697
28,cloud,region-0,region-0-c,,8,1278,1000,16,10897.369630904448,9873.517062993122,97.20354068394789,2128.542956655795
29,cloud,region-0,region-0-a,,32,975,1000,64,4133.959470737131,6221.665424630019,97.90603157612058,3522.345755047957
30,cloud,region-0,region-0-b,,16,1257,1000,32,21180.620359225613,23512.32442634667,99.03640036319374,4555.653814257909
31,cloud,region-0,region-0-a,,16,986,1000,32,13646.915907527742,4678.990226924555,99.75055033295253,3894.2696592547504
32,cloud,region-0,region-0-a,,8,1164,1000,32,1947.4683918959329,6724.372325156145,97.75432157699994,1573.8290059949254
33,cloud,region-0,region-0-c,,16,1216,1000,32,1511.5380327600433,13994.33865550461,97.0963336816985,2900.213839886905
34,cloud,region-0,region-0-c,,8,1128,1000,32,6244.59952328527,3811.2593204161412,97.32180339303453,916.021978081538
35,cloud,region-0,region-0-c,,32,922,1000,64,41738.542039088985,36699.05823461119,98.12739708281835,3511.8170183715292
36,cloud,region-0,region-0-c,,32,1232,1000,128,31334.070075672327,17789.49547882915,97.9339534285036,3286.3411881948396
37,cloud,region-0,region-0-a,,4,1260,1000,16,1546.6566307213154,4735.027914307837,99.81397883532533,947.8258514514233
38,cloud,region-0,region-0-c,,8,1527,1000,16,7681.222016847716,5651.483738641991,98.56959433739173,1770.9888868464668
39,cloud,region-0,region-0-b,,32,1210,1000,64,36695.551828296484,35673.62254449481,98.43000022181522,9248.17721251756
40,cloud,region-0,region-0-c,,8,1016,1000,16,8101.646486464882,11072.248492142473,99.35748939927564,1470.798892298803
41,cloud,region-0,region-0-b,,32,1143,1000,64,19814.56246219491,18328.341894991838,97.86258472862289,3776.2709816359347
42,cloud,region-0,region-0-c,,8,1428,1000,16,6942.273425530583,1821.9003022224858,97.16622484872171,2011.9187413854322
43,cloud,region-0,region-0-b,,4,1542,1000,16,52.44502408188884,4910.492703692055,98.79226238108564,710.4406037168799
44,cloud,region-0,region-0-a,,8,1045,1000,32,8464.416744762322,10891.647302753676,99.04498840280017,1953.0865119142343
45,cloud,region-0,region-0-b,,4,1332,1000,16,154.60684357374126,5135.816430761511,98.16763716315188,1044.3607203334395
46,cloud,region-0,region-0-c,,16,1299,1000,64,6506.570489728447,8965.737326378816,98.57291282844285,2396.375277761798
47,cloud,region-0,region-0-c,,16,1608,1000,64,9460.3608631133,19394.75289631264,98.25296916541917,3918.425874650907
48,cloud,region-0,region-0-c,,4,1761,1000,16,2863.3323558460283,5349.971099907708,99.56947375512732,1019.5892132555456
49,cloud,region-0,region-0-a,,16,1056,1000,64,2864.359102139895,21996.80587800863,98.01547752339046,2609.1574466348447
50,cloud,region-0,region-0-c,,16,1597,1000,32,23166.140686616145,11056.562744426932,98.6981778325471,2825.578594650541
51,cloud,region-0,region-0-c,,16,1392,1000,32,17286.37298099513,10304.305737787614,97.65501475763394,1829.8993933071515
52,cloud,region-0,region-0-c,,32,1188,1000,128,32018.639181800914,18624.96195300873,98.88318575286783,7633.512895684821
53,cloud,region-0,region-0-a,,16,1699,1000,64,19467.165762015782,18990.240459843953,98.11178348489564,2092.875035650175
54,cloud,region-0,region-0-c,,16,981,1000,64,17524.7514764491,11185.13780991985,98.1632863246246,3843.050555304383
55,cloud,region-0,region-0-b,,8,1043,1000,16,1923.2662615939112,10463.788526752665,99.48246382873586,1364.507969302358
56,cloud,region-0,region-0-a,,32,1076,1000,128,35557.85500100336,31687.252304018213,98.40983732992483,5998.87647625498
57,cloud,region-0,region-0-b,,32,1184,1000,64,31201.72693116279,21381.88722709157,97.12274228853485,6099.994893879342
58,cloud,region-0,region-0-c,,32,1558,1000,64,26031.239555722303,23216.411183996013,98.03406423912098,8621.616655542783
59,cloud,region-0,region-0-a,,8,1071,1000,32,6794.834874977765,5574.279528783789,98.53815543967406,1316.368769066473
60,cloud,region-0,region-0-c,,32,1463,1000,128,36475.70117106522,8937.274122940684,99.37765662809385,6257.0279423095835
61,cloud,region-0,region-0-b,,4,1563,1000,16,4563.98808463224,1105.591731442344,98.35095883966825,997.601503777476
62,cloud,region-0,region-0-c,,32,1367,1000,64,8863.577183877058,8088.9265260211205,97.0387533749433,8504.77124537013
63,cloud,region-0,region-0-b,,16,933,1000,32,17372.977483681694,5754.298215370852,98.5462293411209,1602.6513037848567
64,cloud,region-0,region-0-c,,4,1585,1000,16,2465.1229095356475,1689.9826217821617,97.58702159392064,873.6525587766498
65,cloud,region-0,region-0-c,,8,1610,1000,32,417.3522435003951,1500.3534469558958,99.53551520473746,1926.0359059130176
66,cloud,region-0,region-0-b,,16,1011,1000,32,18749.888975456026,22795.99413526206,98.75378635299691,4107.677056967069
67,cloud,region-0,region-0-b,,32,1508,1000,64,21869.84792080222,15632.13894820915,98.91090539256221,7370.113173396591
68,cloud,region-0,region-0-b,,16,1039,1000,64,2814.222691471618,13524.606003129411,98.42338677874794,1931.2139994186027
69,cloud,region-0,region-0-c,,16,1392,1000,32,708.3211614919079,19095.020780324703,99.33953166831988,3307.7115032145366
70,cloud,region-0,region-0-c,,4,1546,1000,16,378.9899740481058,1133.8288456119167,98.13216273326506,1054.7214563670898
71,cloud,region-0,region-0-b,,32,1460,1000,64,30254.35420927825,7313.264078759527,99.26752650702423,8868.194631821007
72,cloud,region-0,region-0-a,,8,1505,1000,32,662.0340895163333,2838.5792191087376,97.2055982644801,1626.1062826707525
73,cloud,region-0,region-0-b,,8,1232,1000,16,9489.6871695478,4523.215369235094,97.92059666968908,1229.9838652651206
74,cloud,region-0,region-0-a,,32,1430,1000,64,18395.177953417613,12744.009536781154,97.00923208071774,6259.608519715395
75,cloud,region-0,region-0-a,,32,1582,1000,128,25732.468114513333,46759.67594564871,99.54445966079378,7120.881544154634
76,cloud,region-0,region-0-b,,4,1758,1000,16,5870.566707584103,1578.0839461357555,98.02133957521083,763.7861412659221
77,cloud,region-0,region-0-b,,32,1610,1000,128,42511.1205360234,19465.86909317472,98.06272600112808,4188.601339469619
78,cloud,region-0,region-0-c,,8,1139,1000,16,10818.511076684628,3484.2423229799533,97.04213826104669,831.9210899381653
79,cloud,region-0,region-0-b,,16,1177,1000,32,209.27996317480458,14139.065766076788,99.17710681137591,2817.132802934927
80,cloud,region-0,region-0-c,,8,1268,1000,16,11020.854330477465,3735.577183648293,98.61537323737471,2342.9764768681885
81,cloud,region-0,region-0-a,,16,1211,1000,32,19164.6754008,23064.378243542695,97.4687627578553,4504.013039349102
82,cloud,region-0,region-0-a,,8,1006,1000,16,10843.977030936592,5806.596143556569,99.25632259404745,1205.5808187124703
83,cloud,region-0,region-0-b,,8,1754,1000,16,9881.86803981807,3262.8475454645245,99.7264297302969,1972.1954121255696
84,cloud,region-0,region-0-c,,32,1399,1000,128,38729.730193398995,35564.9614882017,99.58753125364619,5644.923453119107
85,cloud,region-0,region-0-b,,8,1238,1000,32,6373.649801248505,6067.782828420518,97.43091612257642,1755.4424223295844
86,cloud,region-0,region-0-b,,16,1278,1000,32,16604.069990950535,21661.63772540025,99.26952954365517,3850.727703179906
87,cloud,region-0,region-0-a,,8,1765,1000,16,510.0058716235714,544.6269409001266,99.80336706577455,1820.1389859374412
88,cloud,region-0,region-0-c,,16,971,1000,64,15722.970065315523,14498.94355651307,99.94845067032593,1713.635180735104
89,cloud,region-0,region-0-b,,32,932,1000,64,36441.9803247374,13288.635531574411,98.69460854482288,7528.560476318268
90,cloud,region-0,region-0-b,,16,1180,1000,32,14091.965343022503,250.83420658437186,99.07648219253902,3834.4996242635807
91,cloud,region-0,region-0-c,,16,973,1000,32,13804.549559709212,17043.367219239626,98.14706564797021,2851.722813263482
92,cloud,region-0,region-0-a,,4,1219,1000,16,4557.972010662159,1464.0116620560532,97.56065010831563,644.6268000188786
93,cloud,region-0,region-0-b,,16,1296,1000,32,3505.729256222031,23854.091467487153,99.39532009767241,3491.4934642561307
94,cloud,region-0,region-0-b,,8,947,1000,16,1157.5155980741508,9626.043394984925,98.39590028594033,2008.3751521550419
95,cloud,region-0,region-0-a,,8,1517,1000,32,11697.529223465357,11879.231938141698,98.28179457295533,1420.7841837159851
96,cloud,region-0,region-0-a,,8,1577,1000,16,5220.696686360317,4538.498910884596,98.91669457247221,1603.465854443439
97,cloud,region-0,region-0-b,,16,1600,1000,32,4633.564544924229,4166.2644506169145,99.68829994823435,3841.663410948274
98,cloud,region-0,region-0-b,,16,1765,1000,32,8686.961069768646,6252.837108581285,98.45967291412242,2539.5890350231525
99,cloud,region-0,region-0-b,,8,1118,1000,32,1028.9135623566035,1932.4487897433562,98.5408427712864,1527.4414438147674
100,cloud,region-0,region-0-b,,16,1768,1000,32,21154.44183774994,22607.32705183208,99.35474099714233,4069.9544834977537
101,cloud,region-0,region-0-a,,32,1208,1000,64,,,97.91033861184083,4232.995975147402
102,cloud,region-0,region-0-a,,4,1300,1000,16,,,97.62182316888845,813.0848930744969
103,cloud,region-0,region-0-c,,32,1226,1000,64,,,98.51771075629382,6619.916811660003
104,cloud,region-0,region-0-b,,8,1486,1000,32,,,97.1175722338356,1913.3451389740296
105,cloud,region-0,region-0-c,,4,944,1000,16,,,98.78505004322886,543.5141630153242
106,cloud,region-0,region-0-b,,8,1322,1000,32,,,98.33406076351275,1629.8361394462117
107,cloud,region-0,region-0-c,,8,1531,1000,32,,,98.50646882924717,1294.5790806925816
108,cloud,region-0,region-0-b,,16,1394,1000,64,,,97.69869109957695,3286.4247911180437
109,cloud,region-0,region-0-c,,16,1105,1000,32,,,99.93522202238194,4765.892858573468
110,cloud,region-0,region-0-a,,8,1699,1000,16,,,99.88284601386701,2327.7126355098967
111,cloud,region-0,region-0-a,,32,1528,1000,128,,,99.20850823539402,3258.4123045631486
112,cloud,region-0,region-0-c,,32,1370,1000,128,,,97.96281073188585,3390.555022895919
