# generated at: 2024-07-09 19:07:59.116155
#
# nodes: 5000
# cloud clusters: 3
# 	max size: 402
# 	min size: 209
# fog clusters: 1148
# 	max size: 5
# 	min size: 2
# nodes with bandwidth specified: 500
# 	cloud: 100
# 	fog: 400
# total CPU cores: 28854
# total memory GiB: 86956
# total ingress Mbps: 2046582.6400707818
# total egress Mbps: 2101581.0034151245
#
# n: 5000
# cloud_size_percentage: 20
# fog_size_percentage: 80
# min_max_cloud_cluster_size_percentage: [1, 10]
# min_max_fog_cluster_size_percentage: [0.04, 0.12]
# cloud_node_types: ['T4', 'T5', 'T6', 'T7', 'T8', 'T9', 'T10']
# fog_node_types: ['T1', 'T2', 'T3', 'T4']
# base_node_single_core_score: 1000
# min_max_cloud_node_single_core_score: [900, 1800]
# min_max_fog_node_single_core_score: [500, 1200]
# min_max_cluster_node_cost_per_core: [100, 300]
# nodes_with_bandwidth_capacity_percentage: 10
# min_max_ingress_bandwidth_per_core: [10, 1500]
# min_max_egress_bandwidth_per_core: [10, 1500]
# min_max_cloud_uptime_percentage_30_days: [97, 100]
# min_max_fog_uptime_percentage_30_days: [90, 100]
# min_max_intra_cluster_latencies: [2, 5]
# min_max_inter_cluster_latencies: [15, 50]
#
hostname,layer,region,cloud_zone,fog_location,cpu_cores,single_core_score,base_single_core_score,memory_GiB,ingress_bandwidth_Mbps,egress_bandwidth_Mbps,uptime_30d_percentage,cost
0,cloud,region-0,region-0-a,,32,1694,1000,128,4805.46233694792,34410.89318773897,99.9622262936738,3679.7766166817723
1,cloud,region-0,region-0-b,,16,1041,1000,32,2212.9931215269767,15077.929571259316,98.9259809542974,3916.3600226665085
2,cloud,region-0,region-0-c,,4,1182,1000,16,3027.323911691941,3041.2246683494704,97.90298502672596,833.1667947766151
3,cloud,region-0,region-0-c,,16,1344,1000,64,5566.620889425418,5995.141227222586,97.54097277106099,3916.084062687327
4,cloud,region-0,region-0-a,,16,933,1000,64,12877.176453674256,1878.9614276727436,97.31428097539946,2477.1280992577313
5,cloud,region-0,region-0-b,,32,1363,1000,64,21620.819644943986,4976.60612621341,98.85071547392457,6814.044121549881
6,cloud,region-0,region-0-c,,16,1769,1000,64,7634.609499458605,16728.443561456308,99.07847357503663,2268.8996219079563
7,cloud,region-0,region-0-c,,32,1543,1000,128,29490.210569742027,46974.84978817424,99.52506701550864,6733.652316331723
8,cloud,region-0,region-0-b,,8,1517,1000,16,8284.613749981905,11937.953419375443,98.62529307103809,1052.9085468646617
9,cloud,region-0,region-0-c,,16,1319,1000,64,11194.546464146972,18736.509801703112,99.31371776506496,3795.7963499480898
10,cloud,region-0,region-0-a,,16,1528,1000,64,16313.920850151766,5603.264997591375,98.92809644692991,4737.988790441678
