# generated at: 2024-07-07 10:28:48.071988
#
# nodes: 10000
# cloud clusters: 5
# 	max size: 836
# 	min size: 128
# fog clusters: 1147
# 	max size: 10
# 	min size: 2
# nodes with bandwidth specified: 2000
# 	cloud: 600
# 	fog: 1400
# total CPU cores: 70498
# total memory GiB: 214436
# total ingress Mbps: 13825360.540709635
# total egress Mbps: 14097406.066145124
#
# n: 10000
# cloud_size_percentage: 30
# fog_size_percentage: 70
# min_max_cloud_cluster_size_percentage: [1, 10]
# min_max_fog_cluster_size_percentage: [0.03, 0.1]
# cloud_node_types: ['T4', 'T5', 'T6', 'T7', 'T8', 'T9', 'T10']
# fog_node_types: ['T1', 'T2', 'T3', 'T4']
# base_node_single_core_score: 1000
# min_max_cloud_node_single_core_score: [900, 1800]
# min_max_fog_node_single_core_score: [500, 1200]
# min_max_cluster_node_cost_per_core: [100, 300]
# nodes_with_bandwidth_capacity_percentage: 20
# min_max_ingress_bandwidth_per_core: [10, 2000]
# min_max_egress_bandwidth_per_core: [10, 2000]
# min_max_cloud_uptime_percentage_30_days: [97, 100]
# min_max_fog_uptime_percentage_30_days: [90, 100]
# min_max_intra_cluster_latencies: [2, 5]
# min_max_inter_cluster_latencies: [15, 50]
#
hostname,layer,region,cloud_zone,fog_location,cpu_cores,single_core_score,base_single_core_score,memory_GiB,ingress_bandwidth_Mbps,egress_bandwidth_Mbps,uptime_30d_percentage,cost
0,cloud,region-0,region-0-b,,16,1470,1000,64,21929.399693828986,4107.012407262615,97.09269913527578,3535.4981468256074
1,cloud,region-0,region-0-b,,4,1525,1000,16,6044.318868887161,2314.010626017913,99.78284630256029,1154.519879389352
2,cloud,region-0,region-0-c,,32,1369,1000,64,41604.74112575332,29191.25295513384,99.78794214711644,5510.097661063814
3,cloud,region-0,region-0-c,,8,1650,1000,32,136.084457011319,1837.769829616925,99.63975444643664,2150.910195991591
4,cloud,region-0,region-0-a,,32,1772,1000,128,58513.37512256111,11256.107545160714,97.93210375269567,6509.996572777945
5,cloud,region-0,region-0-c,,32,1006,1000,128,60457.11097887312,40471.810115886066,98.54024225464379,8888.00811449517
6,cloud,region-0,region-0-b,,8,1691,1000,32,12150.254056745667,6614.403129490953,98.91135139170274,2355.1016184120917
7,cloud,region-0,region-0-b,,8,1156,1000,32,11555.938464163344,15297.618432830248,97.47405658331655,1223.6472224679953
8,cloud,region-0,region-0-b,,32,1733,1000,128,57388.23501959413,23430.040637319722,97.28277659049286,7325.53465993142
9,cloud,region-0,region-0-b,,16,1224,1000,32,27684.32310546238,15805.04194847703,99.51748073732195,3478.3497341586854
10,cloud,region-0,region-0-c,,32,1349,1000,128,45497.77122504456,10530.16808215759,97.10790532483752,7904.045518438401
11,cloud,region-0,region-0-b,,32,1764,1000,128,28687.98678962731,18315.882585666266,98.01366327191141,9387.618818204342
12,cloud,region-0,region-0-c,,32,1462,1000,64,7862.899379823586,38228.61733942787,98.71125288344201,8283.411047495603
13,cloud,region-0,region-0-b,,8,1304,1000,16,9748.166477237684,6914.563867780868,99.02125412655327,1530.7803920575086
14,cloud,region-0,region-0-b,,16,1144,1000,32,3881.0625021454644,14601.414079853354,99.39559638247908,1703.9660021133488
15,cloud,region-0,region-0-c,,32,1213,1000,128,37053.74489562964,44335.999712480814,97.13272312352221,8314.565639275643
16,cloud,region-0,region-0-b,,16,947,1000,32,28772.54452261904,22898.384137014204,97.69569882680032,3739.18228987287
17,cloud,region-0,region-0-a,,32,1081,1000,64,32634.119049816123,29277.24337593278,98.17397431011157,7457.29886628274
18,cloud,region-0,region-0-b,,8,1285,1000,16,15373.39526785349,14699.200972431729,97.49258913047598,2394.7533182521915
19,cloud,region-0,region-0-b,,16,975,1000,64,16924.681447996452,10897.132065564225,98.19229377722074,2311.117342335918
20,cloud,region-0,region-0-c,,32,1122,1000,128,19607.34782387868,27554.081282577146,99.61476877175167,6351.754494055121
21,cloud,region-0,region-0-b,,32,1764,1000,64,25615.033104811377,10462.901996919627,99.81627387742807,3815.401151257581
22,cloud,region-0,region-0-a,,8,1509,1000,32,1248.6999468009092,5868.584458978141,98.62960843517287,1301.09011959962
23,cloud,region-0,region-0-a,,16,1730,1000,32,13028.833892983754,9644.726995140858,97.59889407707726,4410.735027803562
24,cloud,region-0,region-0-c,,32,1464,1000,64,16895.355605814068,39524.586796171876,99.42336447511246,5004.3250595823965
25,cloud,region-0,region-0-c,,4,1748,1000,16,1176.3107515584443,6184.072980093362,99.47483339647664,622.3175077735123
26,cloud,region-0,region-0-c,,8,1455,1000,16,15659.918074157451,8141.827273473518,99.51112123977313,1977.3053844303065
27,cloud,region-0,region-0-b,,32,1661,1000,128,20356.120579420385,61782.463226562504,98.42662511247681,5801.27969354518
28,cloud,region-0,region-0-c,,32,1132,1000,128,26121.225060358956,41986.63525562407,97.61508928483379,7899.97866795798
29,cloud,region-0,region-0-c,,8,1219,1000,16,15934.611849611376,5731.758930946434,99.91467215857476,1821.8238709605425
30,cloud,region-0,region-0-b,,16,915,1000,64,22400.045482858153,22827.513864500783,97.84540860848023,2680.2232187451914
31,cloud,region-0,region-0-b,,8,973,1000,16,7381.305124028447,13597.113238185155,98.77615944689083,1800.0267525115105
32,cloud,region-0,region-0-c,,32,1617,1000,128,5824.425696472257,50142.519506251105,99.39769170911796,4439.526409675642
33,cloud,region-0,region-0-a,,4,1517,1000,16,879.3274787002034,2521.916004407371,98.08017586293,691.5312536942363
34,cloud,region-0,region-0-a,,32,1127,1000,64,37178.09170469503,60454.37294812569,97.7190191212931,3590.6400687551745
35,cloud,region-0,region-0-c,,16,1064,1000,64,23894.78658163143,25207.230829353415,97.9444787439523,3215.5568237869757
36,cloud,region-0,region-0-c,,16,1027,1000,32,21140.89031971677,7132.2030300301785,98.92911007817214,3849.1368921371536
37,cloud,region-0,region-0-c,,4,1475,1000,16,193.8819471359565,4578.971450068446,97.24018242120557,1106.2873640137645
38,cloud,region-0,region-0-b,,16,1395,1000,32,20774.90092701974,185.1466276233495,97.62413826019312,2532.3706414306066
39,cloud,region-0,region-0-a,,4,1014,1000,16,6360.079611400169,5813.3614171528325,98.1286223435662,894.2150296652391
40,cloud,region-0,region-0-c,,8,1101,1000,32,3204.6826282107713,9141.699296558507,98.90408304051809,2015.473332813742
41,cloud,region-0,region-0-b,,8,1504,1000,16,8590.13652172568,9950.409936570268,98.2002104687825,2214.510837792146
42,cloud,region-0,region-0-a,,32,1383,1000,64,10294.83576177145,369.8287016489828,99.18521759174574,3671.5931779034854
43,cloud,region-0,region-0-a,,32,1020,1000,64,60416.63045820145,27492.70053421159,97.01577554491176,5348.108610327637
44,cloud,region-0,region-0-b,,8,926,1000,16,2695.1149303800003,1122.3664366616672,98.22670844363839,2104.706551560503
45,cloud,region-0,region-0-a,,16,1692,1000,64,11279.936667345331,4254.5352878207295,98.01381716788154,4674.236960938375
46,cloud,region-0,region-0-a,,8,1410,1000,16,3171.27793931066,85.0659860293512,98.64613152184454,1785.269254462894
47,cloud,region-0,region-0-c,,32,1153,1000,128,41161.17632095537,11828.435886868581,97.17399395075111,9093.161632525436
48,cloud,region-0,region-0-b,,4,1283,1000,16,7182.937493073334,6557.4459605423335,97.99263913367244,888.9353090024441
49,cloud,region-0,region-0-a,,32,1685,1000,128,49996.727120182775,23132.99425983094,99.67822542075433,4113.613536380417
50,cloud,region-0,region-0-c,,8,1401,1000,32,1679.189047649289,11812.179394401957,97.77431002654141,2107.3819522992135
51,cloud,region-0,region-0-b,,8,1122,1000,16,2315.753212694752,14009.39669410115,98.57270886746515,1956.2161620476975
52,cloud,region-0,region-0-b,,16,1556,1000,32,24563.89726920003,15655.707385843893,99.35317491996598,2018.9298588048632
53,cloud,region-0,region-0-c,,4,1697,1000,16,7026.940005592952,5682.681785736156,98.06606387423724,437.8968986803299
54,cloud,region-0,region-0-b,,32,1637,1000,64,3125.669142036313,38560.60515792195,99.08210633342121,7317.076707138074
55,cloud,region-0,region-0-a,,32,912,1000,128,31663.62092851005,35425.65555545402,97.09712600082915,3258.7810480826925
56,cloud,region-0,region-0-a,,32,1584,1000,128,24359.613263964642,22508.719430182,98.93226207840017,5130.210433401167
57,cloud,region-0,region-0-a,,32,1645,1000,64,49266.45724113144,56295.03387898614,97.14225996626604,7018.894030347711
58,cloud,region-0,region-0-a,,16,1475,1000,32,7324.762440921406,29412.532825736693,97.28213246407479,2345.478284779536
59,cloud,region-0,region-0-b,,8,1757,1000,32,8488.593168269603,9506.790849903266,97.68538767698814,1597.6150393938333
60,cloud,region-0,region-0-a,,16,989,1000,64,6944.736318455069,22696.040701949,97.54557633278729,3677.211139444276
61,cloud,region-0,region-0-b,,8,1715,1000,16,15473.807488869414,469.698110074842,99.85084616373501,1737.434695711261
62,cloud,region-0,region-0-a,,8,1248,1000,32,11112.324032691406,8686.718726905585,97.57371449479383,2339.4237941525557
63,cloud,region-0,region-0-a,,8,1398,1000,16,9403.089181479265,1770.1413198441612,98.88409010428552,937.4671100707105
64,cloud,region-0,region-0-b,,16,960,1000,32,6652.418469203723,26053.958104359812,98.05557450865398,2507.127130022529
65,cloud,region-0,region-0-b,,4,1145,1000,16,1791.9655143189225,3836.9827943803375,97.13610803263299,1176.3773525989247
66,cloud,region-0,region-0-a,,4,1423,1000,16,54.8689568966994,3563.3070373710307,98.85130975271721,740.0804472827449
67,cloud,region-0,region-0-b,,16,1149,1000,64,16396.370173423205,19819.670148620484,99.45897579054768,2405.0592248653356
68,cloud,region-0,region-0-c,,32,1430,1000,64,47727.89701928492,882.9891757086116,99.26744573393005,4015.7750709945612
69,cloud,region-0,region-0-a,,8,1610,1000,32,11028.503439109401,4430.1751891932145,97.02322214159088,1662.7727712075944
70,cloud,region-0,region-0-c,,8,1406,1000,32,10339.215603580034,5009.763305022508,99.03707618503046,1046.435986758517
71,cloud,region-0,region-0-b,,4,1724,1000,16,1903.0209732570288,402.63311720361924,98.00186213083416,1184.2848169609106
72,cloud,region-0,region-0-c,,8,1607,1000,16,6779.147173255327,14012.183344994603,98.43455621892699,2092.171028149186
73,cloud,region-0,region-0-a,,8,1436,1000,32,770.2605647273787,9869.528958616993,97.82651887317677,2294.5793364886185
74,cloud,region-0,region-0-b,,4,1290,1000,16,442.87234627709904,4251.996742950026,99.56914077233584,560.2193887548389
75,cloud,region-0,region-0-a,,16,1133,1000,64,10769.289870527276,741.7802934737995,99.32449581754027,3796.8779317362355
76,cloud,region-0,region-0-c,,8,1665,1000,16,2562.4663657469882,15768.320387678286,98.2084288430038,2252.4716633504777
77,cloud,region-0,region-0-b,,16,1579,1000,32,3106.7996145269235,17379.111184831312,97.71559513903365,3158.696474009086
78,cloud,region-0,region-0-c,,16,1193,1000,64,30042.81943064572,4958.4714695770235,97.30147125192443,4068.8952454718574
79,cloud,region-0,region-0-b,,8,1243,1000,16,11242.255927336033,15812.276745838091,97.88599913433123,1916.819795279876
80,cloud,region-0,region-0-b,,16,1392,1000,64,5187.739761453341,817.6581562189335,99.29527809430364,2488.9562282753764
81,cloud,region-0,region-0-c,,4,1385,1000,16,5223.842791145963,5947.23480003614,98.19290401781896,1082.0946914785304
82,cloud,region-0,region-0-b,,16,1697,1000,64,29074.21911787376,15504.822732424835,99.02016661834654,3235.803279316
83,cloud,region-0,region-0-c,,4,1589,1000,16,5432.777029895964,7079.386201256882,99.41284431256713,673.8943213434159
84,cloud,region-0,region-0-a,,16,1762,1000,32,10052.542242698628,18426.519677819702,97.64144551765888,4121.549123426619
85,cloud,region-0,region-0-c,,16,1277,1000,32,23277.95209739016,2281.3964352581133,98.12242413138043,2766.051721220832
86,cloud,region-0,region-0-a,,8,1453,1000,16,2241.3582636770043,9076.850100744326,99.361086066439,1648.9888889163533
87,cloud,region-0,region-0-b,,8,949,1000,32,2004.5211459659952,5267.842897778724,98.98487213455931,1807.9481907286704
88,cloud,region-0,region-0-c,,32,1678,1000,128,22673.16307703755,27071.050417948874,98.60488337014984,4112.499874404657
89,cloud,region-0,region-0-b,,8,1527,1000,16,11369.262334389938,13611.95958475627,98.75359613421907,1616.4980887734296
90,cloud,region-0,region-0-a,,32,1168,1000,64,7895.375125233769,53542.90673264006,99.51100844883011,4551.191164055865
91,cloud,region-0,region-0-c,,16,967,1000,32,14694.045253807217,1330.6397271289718,97.67536041784115,2174.9023072219748
92,cloud,region-0,region-0-a,,32,1363,1000,64,31951.170051940833,56769.18465829274,98.80274073221034,3504.3989883659356
93,cloud,region-0,region-0-c,,4,1688,1000,16,1773.5525441517148,2119.8374679917174,98.95852022691055,1171.182269035588
94,cloud,region-0,region-0-c,,16,1298,1000,32,12232.124661755859,28022.47111125002,99.2867867052251,4550.0667515695795
95,cloud,region-0,region-0-c,,16,1258,1000,32,3732.5182170393323,5218.896297470823,98.74326150737595,1807.304694923928
96,cloud,region-0,region-0-b,,8,1101,1000,16,14506.060297527596,3809.6815637820328,99.31303317342471,1937.334966382373
97,cloud,region-0,region-0-b,,8,1584,1000,16,505.46178265289603,9388.759726209853,98.53657889659446,1384.722703326719
98,cloud,region-0,region-0-c,,8,1417,1000,32,3856.6645923100464,10770.45931567386,99.19985931655816,2103.370785107177
99,cloud,region-0,region-0-a,,16,1270,1000,64,14204.982314237468,27855.584107777973,99.86458822446176,1868.6288685567838
100,cloud,region-0,region-0-c,,16,1389,1000,32,28437.592256599546,13800.478766451615,97.66047470767712,1868.6879119758128
101,cloud,region-0,region-0-b,,32,1585,1000,128,24488.748021794385,53012.45145623647,99.68140566546616,7315.927930167874
102,cloud,region-0,region-0-c,,16,1146,1000,32,22649.399447232387,31288.730840851775,98.37589270691497,3670.0648776578964
103,cloud,region-0,region-0-b,,4,1734,1000,16,5978.994074191691,7837.692176021967,98.7237207814128,829.4482328226948
104,cloud,region-0,region-0-a,,32,1470,1000,128,39285.40872961556,36206.326030699725,97.5832665078299,3704.4040764822066
105,cloud,region-0,region-0-c,,16,1129,1000,64,25063.344245869426,28294.554850418554,98.92729044337958,4705.292010531406
106,cloud,region-0,region-0-b,,16,1131,1000,64,2338.8282713578033,23199.64832212881,97.5301576720967,4679.432139878218
107,cloud,region-0,region-0-b,,8,1407,1000,16,4253.926385290939,15282.005041102988,99.68043499350442,2048.8599395865785
