# generated at: 2024-07-07 11:51:00.612711
#
# total pods: 38043
# total workloads: 715
# total requested memory of goal:  58.3%
# total requested CPU of goal: 61.0%
# total requested ingress of goal: 9.3%
# total requested egress of goal: 4.7%
#
# total_cpu_cores: 70100
# total_memory_GB: 213128
# total_ingress: 5271478.651264295
# total_egress: 5375946.296574098
# target_utilization_percent: 60
# number_of_apps: 23
# min_max_api_composition_workloads_top_level: [4, 7]
# min_max_api_composition_call_depth: [2, 7]
# min_max_api_composition_randomly_connected_workloads_percent: 20
# min_max_messaging_workloads_per_app: [20, 50]
# min_max_messaging_call_depth: [0, 1]
# min_max_replication: [4, 100]
# fog_only_workloads_percentage: 10
# cloud_only_workloads_percentage: 10
# uptime_request_workloads_percentage: 10
# min_max_uptime_request_percentage_30_days: [90, 100]
# bandwidth_request_workloads_percentage: 1
# min_max_ingress_bandwidth_request_per_core: [5, 1500]
# min_max_egress_bandwidth_request_per_core: [5, 1500]
# latency_request_workloads_percentage: 20
# max_latency_request_to_neighbors_percentage: 10
# min_max_latency_request_value: [4, 30]
# min_max_cpu_request_cores: [0.2, 2]
# min_max_memory_request_GB: [0.5, 6]
#
id,app_id,app_type,workload_id,replica_id,layer,cpu_request_cores,memory_request_GiB,ingress_bandwidth_request_Mbps,egress_bandwidth_request_Mbps,uptime_30d_percentage_request
app-api-comp-0-workload-0-replica-0,0,api-composition,0,0,0,1.6,0.5,,,
app-api-comp-0-workload-1-replica-0,0,api-composition,1,0,1,1.2,1.5,,,
app-api-comp-0-workload-2-replica-0,0,api-composition,2,0,2,0.5,1.3,,,
app-api-comp-0-workload-3-replica-0,0,api-composition,3,0,3,0.5,2.8,,,
app-api-comp-0-workload-4-replica-0,0,api-composition,4,0,4,1.1,2.1,,,
app-api-comp-0-workload-5-replica-0,0,api-composition,5,0,0,0.4,2.7,,,
app-api-comp-0-workload-6-replica-0,0,api-composition,6,0,1,0.3,4.1,,,
app-api-comp-0-workload-7-replica-0,0,api-composition,7,0,2,1.5,0.8,,,
app-api-comp-0-workload-8-replica-0,0,api-composition,8,0,3,0.9,4.5,,,
app-api-comp-0-workload-9-replica-0,0,api-composition,9,0,0,1.5,3.0,,,96
app-api-comp-0-workload-10-replica-0,0,api-composition,10,0,1,1.9,3.0,,,
app-api-comp-0-workload-11-replica-0,0,api-composition,11,0,2,1.0,4.9,,,
app-api-comp-0-workload-12-replica-0,0,api-composition,12,0,3,0.4,2.3,,,
app-api-comp-0-workload-13-replica-0,0,api-composition,13,0,4,1.8,4.1,,,
app-api-comp-0-workload-14-replica-0,0,api-composition,14,0,5,1.9,5.6,,,93
app-api-comp-0-workload-15-replica-0,0,api-composition,15,0,6,1.0,2.3,,,
app-api-comp-0-workload-16-replica-0,0,api-composition,16,0,0,1.3,0.8,,,
app-api-comp-0-workload-17-replica-0,0,api-composition,17,0,1,0.6,0.7,,,
app-api-comp-0-workload-18-replica-0,0,api-composition,18,0,2,1.5,1.1,,,
app-api-comp-0-workload-19-replica-0,0,api-composition,19,0,3,1.7,1.1,,,
app-api-comp-0-workload-20-replica-0,0,api-composition,20,0,4,0.3,3.6,,,
app-api-comp-0-workload-21-replica-0,0,api-composition,21,0,5,0.8,2.8,,,
app-api-comp-0-workload-22-replica-0,0,api-composition,22,0,0,0.6,4.4,,,
app-api-comp-0-workload-23-replica-0,0,api-composition,23,0,1,0.7,4.3,,,
app-api-comp-0-workload-24-replica-0,0,api-composition,24,0,2,1.1,2.6,,,
app-api-comp-0-workload-25-replica-0,0,api-composition,25,0,3,1.7,5.3,,,97
app-msg-1-workload-0-replica-0,1,messaging,0,0,edge-cloud,0.3,3.6,,,
app-msg-1-workload-1-replica-0,1,messaging,1,0,edge-cloud,2.0,2.3,,,92
app-msg-1-workload-2-replica-0,1,messaging,2,0,edge-cloud,1.0,2.7,,,92
app-msg-1-workload-3-replica-0,1,messaging,3,0,edge-cloud,0.5,2.1,,,
app-msg-1-workload-4-replica-0,1,messaging,4,0,cloud,0.6,1.1,,,95
app-msg-1-workload-5-replica-0,1,messaging,5,0,edge-cloud,1.9,1.5,,,92
app-msg-1-workload-6-replica-0,1,messaging,6,0,edge-cloud,1.8,4.2,,,
app-msg-1-workload-7-replica-0,1,messaging,7,0,fog,1.9,1.7,,,
app-msg-1-workload-8-replica-0,1,messaging,8,0,edge-cloud,1.0,3.1,,,
app-msg-1-workload-9-replica-0,1,messaging,9,0,edge-cloud,2.0,2.1,,,
app-msg-1-workload-10-replica-0,1,messaging,10,0,fog,0.6,4.0,,,
app-msg-1-workload-11-replica-0,1,messaging,11,0,edge-cloud,1.3,5.0,,,
app-msg-1-workload-12-replica-0,1,messaging,12,0,edge-cloud,1.0,4.5,,,
app-msg-1-workload-13-replica-0,1,messaging,13,0,cloud,0.2,2.9,,,
app-msg-1-workload-14-replica-0,1,messaging,14,0,edge-cloud,1.7,2.4,,,
app-msg-1-workload-15-replica-0,1,messaging,15,0,cloud,2.0,3.9,,,
app-msg-1-workload-16-replica-0,1,messaging,16,0,edge-cloud,2.0,4.8,,,
app-msg-1-workload-17-replica-0,1,messaging,17,0,edge-cloud,1.4,0.8,,,
app-msg-1-workload-18-replica-0,1,messaging,18,0,fog,1.6,2.7,,,
