# generated at: 2024-07-07 11:48:21.016515
#
# nodes: 10000
# cloud clusters: 6
# 	max size: 801
# 	min size: 130
# fog clusters: 1186
# 	max size: 10
# 	min size: 2
# nodes with bandwidth specified: 1000
# 	cloud: 300
# 	fog: 700
# total CPU cores: 70100
# total memory GiB: 213128
# total ingress Mbps: 5271478.651264295
# total egress Mbps: 5375946.296574098
#
# n: 10000
# cloud_size_percentage: 30
# fog_size_percentage: 70
# min_max_cloud_cluster_size_percentage: [1, 10]
# min_max_fog_cluster_size_percentage: [0.03, 0.1]
# cloud_node_types: ['T4', 'T5', 'T6', 'T7', 'T8', 'T9', 'T10']
# fog_node_types: ['T1', 'T2', 'T3', 'T4']
# base_node_single_core_score: 1000
# min_max_cloud_node_single_core_score: [900, 1800]
# min_max_fog_node_single_core_score: [500, 1200]
# min_max_cluster_node_cost_per_core: [100, 300]
# nodes_with_bandwidth_capacity_percentage: 10
# min_max_ingress_bandwidth_per_core: [10, 1500]
# min_max_egress_bandwidth_per_core: [10, 1500]
# min_max_cloud_uptime_percentage_30_days: [97, 100]
# min_max_fog_uptime_percentage_30_days: [90, 100]
# min_max_intra_cluster_latencies: [2, 5]
# min_max_inter_cluster_latencies: [15, 50]
#
hostname,layer,region,cloud_zone,fog_location,cpu_cores,single_core_score,base_single_core_score,memory_GiB,ingress_bandwidth_Mbps,egress_bandwidth_Mbps,uptime_30d_percentage,cost
0,cloud,region-0,region-0-a,,16,948,1000,64,3092.266743268938,17982.02104140711,99.97555041243999,3395.958192523044
1,cloud,region-0,region-0-c,,32,1658,1000,64,23796.115380795403,38559.174356378564,99.21967464270647,5849.973772409327
2,cloud,region-0,region-0-c,,32,1340,1000,128,45481.901065630074,9563.136816580714,99.94279310040548,7635.960200140568
3,cloud,region-0,region-0-c,,32,1207,1000,64,29162.179080455222,46348.170905120576,99.18253823728456,6860.83451394038
4,cloud,region-0,region-0-b,,4,1071,1000,16,1754.7096867272744,1032.9130998726364,97.62056853873075,590.0621307965474
5,cloud,region-0,region-0-b,,32,923,1000,64,35381.1556029467,40125.99901853271,99.77543943357057,9382.725989241731
6,cloud,region-0,region-0-b,,16,1683,1000,64,8601.518766018191,11181.108302009043,99.37837506467216,3554.3919261066303
7,cloud,region-0,region-0-a,,16,1347,1000,32,21000.510836253805,18538.681367737732,99.92618124040773,4687.192613438469
8,cloud,region-0,region-0-b,,32,1454,1000,64,45655.782687715415,5589.406457596339,99.87575301663318,3929.9231709942446
9,cloud,region-0,region-0-c,,32,963,1000,128,41597.27997637681,32117.49073487447,99.61211054359629,8460.749823048067
10,cloud,region-0,region-0-a,,16,1149,1000,32,8804.325814654392,4794.865278464333,98.67428175464141,2639.0293806217464
11,cloud,region-0,region-0-c,,16,1448,1000,32,14798.038709330327,6365.073054513863,99.88368120612215,1838.7197281750837
12,cloud,region-0,region-0-a,,16,1381,1000,32,1280.4039660088147,5625.069358861409,99.93944907462928,3582.141806447309
13,cloud,region-0,region-0-a,,4,1487,1000,16,1246.8465549377702,4131.322787201489,98.09522013498339,1170.2679128455297
14,cloud,region-0,region-0-a,,16,1005,1000,32,6550.268253960595,11381.721184338896,99.93294950236975,3775.51466536984
15,cloud,region-0,region-0-c,,32,1574,1000,64,38529.2099844092,15138.328459884733,98.5257236793087,4024.2016788765286
16,cloud,region-0,region-0-b,,4,1386,1000,16,5295.180231689264,5664.9205520181795,97.53579036719128,1196.720058425727
17,cloud,region-0,region-0-c,,16,1517,1000,64,12040.201264855828,6973.550584005007,97.80047971723627,1851.8727841584507
18,cloud,region-0,region-0-a,,4,1020,1000,16,5256.235338831535,1602.802752010951,99.68115649403582,835.8583364926839
19,cloud,region-0,region-0-c,,32,1331,1000,64,13503.298834478423,10192.48481087379,97.57039657896614,5354.321462327146
20,cloud,region-0,region-0-b,,16,1743,1000,64,1914.2136171055568,1072.9440774476038,97.43643788330687,4610.128891623694
21,cloud,region-0,region-0-b,,8,1007,1000,32,11614.251985040932,8289.120280616355,98.50946566072953,1510.5022117209423
22,cloud,region-0,region-0-a,,8,1103,1000,16,8961.115688317217,10482.51754674364,99.56887125679754,1423.1501967490517
23,cloud,region-0,region-0-c,,8,1477,1000,16,4403.273430203926,2950.6979870652185,98.69970153540149,2085.8906882121855
24,cloud,region-0,region-0-c,,16,1159,1000,32,13258.26728945063,14418.885676516138,97.66472617432913,2697.62583013162
25,cloud,region-0,region-0-a,,32,1696,1000,64,33272.99021788844,40849.88366844058,98.13248006704627,8224.3765245982
26,cloud,region-0,region-0-a,,8,974,1000,16,5295.380230102925,2397.9234999316964,98.01936314724738,989.259774095659
27,cloud,region-0,region-0-a,,8,1629,1000,32,4117.452066539277,11582.805809841333,97.35199993552469,1413.490527801078
28,cloud,region-0,region-0-b,,8,1570,1000,16,5429.413443199336,1941.7533126943533,97.63004291367231,2201.6416565519185
29,cloud,region-0,region-0-a,,32,928,1000,128,28430.145226757377,9194.330696810859,98.74351559560675,4624.482298849262
30,cloud,region-0,region-0-b,,4,956,1000,16,1042.0309851802438,1949.7671289393788,98.70219418580899,623.430988458493
31,cloud,region-0,region-0-c,,4,1700,1000,16,5363.42680607869,5894.891254321529,99.67956947713046,885.3067987878668
32,cloud,region-0,region-0-b,,4,1097,1000,16,4534.121469690949,5133.998043177175,97.43070409902388,761.646760121004
33,cloud,region-0,region-0-a,,8,1543,1000,16,6007.575906943968,10115.31433654888,98.26508068408106,1636.1801931163136
34,cloud,region-0,region-0-a,,8,1115,1000,16,3382.487318077809,5975.558607976315,98.85143735738552,1281.8505436133626
35,cloud,region-0,region-0-a,,8,1667,1000,16,8586.302584786972,2533.757811567037,98.75336774357864,1653.9386592410094
36,cloud,region-0,region-0-a,,8,1160,1000,32,8441.633001487602,10259.664228272653,99.43041810059847,2380.1680481368703
37,cloud,region-0,region-0-a,,8,1377,1000,16,11073.807234296133,833.7881422162777,97.02704164723303,2350.5105380180958
38,cloud,region-0,region-0-a,,32,1698,1000,128,12014.832352810437,39621.38354021821,98.7178208877997,4639.385397939504
39,cloud,region-0,region-0-b,,4,1531,1000,16,4664.655665387095,97.33354894450595,99.85907121594971,1035.049788558019
40,cloud,region-0,region-0-b,,16,1607,1000,32,1213.7321275674567,14547.98121388559,98.71797894118346,2496.304696796564
41,cloud,region-0,region-0-b,,16,1246,1000,64,3717.707021973332,23055.740780520628,99.63744911873263,2865.2307834122194
42,cloud,region-0,region-0-c,,4,1412,1000,16,4428.959532330675,4830.373567181783,97.84379849495292,711.9890825197753
43,cloud,region-0,region-0-a,,32,1594,1000,128,15746.371714715155,5073.186696335596,98.49916245278736,4272.823723848442
44,cloud,region-0,region-0-a,,32,1140,1000,128,47909.8333639893,40068.21092492739,97.0962676643921,5038.080362969969
45,cloud,region-0,region-0-c,,4,1352,1000,16,5620.590617435417,5110.942789645827,97.40933272437724,556.9453326691682
46,cloud,region-0,region-0-b,,4,1294,1000,16,1884.3031913522952,4955.222325360538,98.46973867487102,607.9281911812001
47,cloud,region-0,region-0-c,,8,1349,1000,32,5554.246144074472,9126.537671885771,98.82248025481685,907.9158738369072
48,cloud,region-0,region-0-a,,16,1063,1000,64,7918.586679515739,10807.685493006755,97.89297236983835,1667.82149255787
49,cloud,region-0,region-0-c,,4,1539,1000,16,2207.7125171181965,2409.287824518213,99.08911668868573,866.4918940562387
50,cloud,region-0,region-0-c,,32,1219,1000,128,22884.800764032083,43657.7713678936,97.01831310051398,3370.473622870996
51,cloud,region-0,region-0-b,,4,1084,1000,16,2650.1026850109674,5030.178820833239,97.82651201771351,540.0655209342027
52,cloud,region-0,region-0-c,,8,1108,1000,32,632.1505882988818,875.9091016145298,99.89081554733048,986.450789414569
53,cloud,region-0,region-0-c,,32,1509,1000,128,9515.298192744938,18795.24068669079,98.27266677802434,7879.612475069679
54,cloud,region-0,region-0-b,,32,1651,1000,64,37274.805036027275,26595.087046849392,98.82175123743673,6994.834570238796
55,cloud,region-0,region-0-c,,32,1091,1000,128,11145.155703739472,40763.11427921718,97.07925670112458,7198.303809004403
56,cloud,region-0,region-0-c,,32,1289,1000,64,8956.707341422978,17814.004236750872,97.2438842456589,6696.40388262353
57,cloud,region-0,region-0-b,,8,1264,1000,32,5795.605424094662,2722.1898208943385,97.05295425128772,2291.9787067092884
58,cloud,region-0,region-0-b,,32,1704,1000,64,31575.6324062776,38440.15272638706,99.54775917353872,4591.8602990662475
59,cloud,region-0,region-0-c,,16,1052,1000,64,6284.493503040854,8749.048969259919,97.70379436285967,2137.7488368055274
60,cloud,region-0,region-0-c,,32,1345,1000,64,13936.825613458994,22000.49509444865,98.7607579266034,7901.426960749218
61,cloud,region-0,region-0-b,,16,1045,1000,32,18271.74551585709,17628.016995412534,99.54973448526805,2775.395584373642
62,cloud,region-0,region-0-a,,8,1400,1000,32,11182.71521327923,11636.430043556256,97.9723980161314,1435.925852691612
63,cloud,region-0,region-0-c,,16,904,1000,32,11691.859122725235,12265.987527963278,98.63318667849364,2766.106614757906
64,cloud,region-0,region-0-c,,4,1190,1000,16,2191.4919365909045,3481.0666892361546,97.53289857767628,505.5528992852146
65,cloud,region-0,region-0-b,,16,1526,1000,64,4604.506046086149,14953.559986097245,98.7426944749711,1785.1721767214544
