# generated at: 2024-07-06 09:34:02.283033
#
# nodes: 10000
# cloud clusters: 6
# 	max size: 881
# 	min size: 250
# fog clusters: 1172
# 	max size: 10
# 	min size: 2
# nodes with bandwidth specified: 2000
# 	cloud: 600
# 	fog: 1400
# total CPU cores: 70574
# total memory GiB: 213532
# total ingress Mbps: 14235457.922471846
# total egress Mbps: 13817232.352023773
#
# n: 10000
# cloud_size_percentage: 30
# fog_size_percentage: 70
# min_max_cloud_cluster_size_percentage: [1, 10]
# min_max_fog_cluster_size_percentage: [0.03, 0.1]
# cloud_node_types: ['T4', 'T5', 'T6', 'T7', 'T8', 'T9', 'T10']
# fog_node_types: ['T1', 'T2', 'T3', 'T4']
# base_node_single_core_score: 1000
# min_max_cloud_node_single_core_score: [900, 1800]
# min_max_fog_node_single_core_score: [500, 1200]
# min_max_cluster_node_cost_per_core: [100, 300]
# nodes_with_bandwidth_capacity_percentage: 20
# min_max_ingress_bandwidth_per_core: [10, 2000]
# min_max_egress_bandwidth_per_core: [10, 2000]
# min_max_cloud_uptime_percentage_30_days: [97, 100]
# min_max_fog_uptime_percentage_30_days: [90, 100]
# min_max_intra_cluster_latencies: [2, 5]
# min_max_inter_cluster_latencies: [15, 50]
#
hostname,layer,region,cloud_zone,fog_location,cpu_cores,single_core_score,base_single_core_score,memory_GiB,ingress_bandwidth_Mbps,egress_bandwidth_Mbps,uptime_30d_percentage,cost
0,cloud,region-0,region-0-a,,32,1595,1000,128,4557.152705836483,14660.129815470238,97.9138251603688,3967.453217854625
1,cloud,region-0,region-0-a,,4,1608,1000,16,6674.117538789364,1062.58886237668,98.75397517080253,819.1354543861737
2,cloud,region-0,region-0-b,,4,1297,1000,16,5243.760819593217,7603.387013349929,97.23561434454255,886.2735617559936
3,cloud,region-0,region-0-b,,4,1032,1000,16,586.3525516859688,5011.9919092395685,98.03622707134255,794.6091905442713
4,cloud,region-0,region-0-c,,16,1620,1000,32,14550.226401736982,9708.110478370749,98.11307795903079,1826.5644681984518
5,cloud,region-0,region-0-c,,16,1408,1000,32,20766.49328624912,28823.844237697434,97.37015852186641,3496.572720464845
6,cloud,region-0,region-0-a,,32,1721,1000,64,25862.41189322429,41410.70263831322,99.95384797039972,3236.8060516399723
7,cloud,region-0,region-0-c,,32,1658,1000,64,47453.21777276465,31981.396801820138,97.93072577464602,3738.9795994330916
8,cloud,region-0,region-0-b,,32,1477,1000,128,59962.79517465542,23168.127864840422,97.90891897280353,6812.614866751194
9,cloud,region-0,region-0-c,,16,1752,1000,64,7790.898086529451,13265.813700805254,99.5807163567111,1817.9903146146357
10,cloud,region-0,region-0-b,,32,1757,1000,128,38438.1914885678,25389.82746954122,97.01735148688508,4754.393908137616
11,cloud,region-0,region-0-a,,4,1733,1000,16,5448.75310545285,3665.768054516012,98.08117181613066,427.4279502071402
12,cloud,region-0,region-0-c,,16,923,1000,32,25285.24212569111,15638.599067359457,98.48523922428534,4702.261395760634
13,cloud,region-0,region-0-c,,4,1695,1000,16,4114.2200865358545,3797.1432034565028,99.55270355240641,401.420584534668
14,cloud,region-0,region-0-b,,8,1016,1000,16,15973.919033700038,7553.790276235746,97.4057435812311,1245.6681126570336
15,cloud,region-0,region-0-c,,8,1327,1000,16,683.2198740102245,9828.992250843745,98.11857114000293,1385.8576500534173
16,cloud,region-0,region-0-a,,32,1370,1000,128,41324.11136399451,51902.94359589089,99.6754938490325,4716.625219512169
17,cloud,region-0,region-0-a,,4,1310,1000,16,3802.290354820583,6592.480857146565,98.24866579247885,1110.0818465588675
18,cloud,region-0,region-0-a,,4,902,1000,16,5684.345810134834,7000.66954009778,98.33404472380981,817.0877119987783
19,cloud,region-0,region-0-c,,8,1366,1000,32,4891.702900019845,6157.4997491119775,99.5806543994916,2361.7746577214457
20,cloud,region-0,region-0-b,,32,1378,1000,64,26759.976125027733,36299.40313395955,98.1726303376141,8212.598151485814
21,cloud,region-0,region-0-a,,8,978,1000,16,15450.941334828505,3714.1050809091626,99.90151317679039,1092.8140733439536
22,cloud,region-0,region-0-b,,32,1445,1000,128,36611.251876678405,27813.33067855738,97.96128897903557,9499.202432566544
23,cloud,region-0,region-0-b,,16,933,1000,32,30930.31510438154,14346.884683500146,99.1104513939624,3143.0709390818356
24,cloud,region-0,region-0-a,,32,1471,1000,128,31751.121724634297,16135.64609595933,98.33844216806455,6235.890469967144
25,cloud,region-0,region-0-a,,32,1796,1000,128,9382.679591900418,11088.885698834702,98.5511049485124,4848.005010393608
26,cloud,region-0,region-0-c,,8,1686,1000,32,543.100453328078,14626.477798392842,98.31113073176795,1258.1791922772516
27,cloud,region-0,region-0-a,,32,1566,1000,64,15658.70314595332,24596.44962331146,99.28955288010211,9553.939838419436
28,cloud,region-0,region-0-a,,32,1107,1000,64,17260.67037569342,60350.0718452108,99.27957146288982,5514.705783244284
29,cloud,region-0,region-0-a,,8,939,1000,32,14238.159332835141,13710.414594406015,98.25275194231682,2038.0446492457254
30,cloud,region-0,region-0-b,,4,1597,1000,16,2494.449421138592,1883.050743159365,97.61871689710344,1013.5179779404863
31,cloud,region-0,region-0-a,,32,1366,1000,128,50407.91658620434,7120.541178525599,98.67434640435265,8492.95205388076
32,cloud,region-0,region-0-a,,8,975,1000,16,14883.729380041368,1048.7683220811252,97.43902637231314,2304.0227515670163
33,cloud,region-0,region-0-b,,32,1324,1000,128,26814.15346003565,57491.64927730719,98.77779827593677,9255.645539039255
34,cloud,region-0,region-0-a,,4,1207,1000,16,1066.123567073097,856.3322336442548,97.27712130416178,588.1530561265299
35,cloud,region-0,region-0-a,,4,1355,1000,16,4364.443652074586,2916.9934113351187,97.44532635535839,1031.5253391676374
36,cloud,region-0,region-0-b,,32,1166,1000,64,30761.302677081334,18150.83825023503,99.49812672022507,9007.980988059771
37,cloud,region-0,region-0-a,,16,1366,1000,64,20741.535318325154,18039.69919675752,99.79466096358657,2766.2699125608315
38,cloud,region-0,region-0-c,,4,1066,1000,16,4002.6646180964185,7562.577530175065,97.58629279726645,597.6523159227052
39,cloud,region-0,region-0-c,,32,925,1000,64,6144.587318426748,33633.22154875972,99.10753654178309,8623.715269239865
40,cloud,region-0,region-0-a,,8,1541,1000,16,12367.549702606599,15161.831138782016,97.79359765689524,2296.798667895576
41,cloud,region-0,region-0-a,,8,1430,1000,16,9174.412664275593,533.0141686430075,99.62418617260937,1666.676145531779
42,cloud,region-0,region-0-b,,8,914,1000,32,3242.5832264606693,10780.216707174788,97.98121486316026,2309.33092543769
43,cloud,region-0,region-0-a,,4,1758,1000,16,7280.192701655158,6083.636810147104,97.11967851304551,662.4366176718365
44,cloud,region-0,region-0-a,,32,1164,1000,64,1698.267179438013,52851.91169378389,98.78321048174654,6206.23399687272
45,cloud,region-0,region-0-c,,4,909,1000,16,2125.974152744838,3934.688725877348,97.3110106384495,1011.939863955821
46,cloud,region-0,region-0-c,,32,1413,1000,64,2082.3771382474297,15497.688237883287,99.39728674048571,7666.000912158044
47,cloud,region-0,region-0-b,,32,1092,1000,64,24610.526561285576,57833.57649075056,99.93164083466073,6771.485184197998
48,cloud,region-0,region-0-b,,32,1187,1000,64,568.8260668710222,34415.66795432591,98.2513547209963,8900.183273773793
49,cloud,region-0,region-0-b,,16,1315,1000,64,31552.43993930891,30630.508217073606,97.19038091853392,2568.5336354061656
50,cloud,region-0,region-0-a,,32,1176,1000,128,53298.44317687519,30792.46421121535,97.976964038268,5212.85858775474
51,cloud,region-0,region-0-b,,8,1699,1000,16,4635.3532457284555,7696.108141988666,97.8754568778353,1047.9603654413027
52,cloud,region-0,region-0-c,,32,1354,1000,128,42217.065324448566,32475.492092393866,97.37395696767302,5158.054117830811
53,cloud,region-0,region-0-c,,16,1197,1000,64,28802.53095294178,7681.426061247849,97.23163060667464,4319.338016956828
54,cloud,region-0,region-0-b,,8,1625,1000,16,14685.514420496329,607.6202437791464,97.23451815767746,1788.7507868261803
55,cloud,region-0,region-0-b,,8,1383,1000,32,9032.942104733602,8556.036471304753,99.12615397299797,1959.875858674234
56,cloud,region-0,region-0-b,,16,1588,1000,64,16050.901523175775,29463.78713284586,97.46123842122962,1892.247171517812
57,cloud,region-0,region-0-a,,16,1772,1000,64,29486.106005119742,30162.090353021886,99.0322438448037,3388.64343025212
58,cloud,region-0,region-0-b,,32,1426,1000,64,13778.491759551194,20721.820573092296,99.6824343775743,5690.100237481884
