# generated at: 2024-07-13 09:44:51.473828
#
# nodes: 1000
# cloud clusters: 5
# 	max size: 35
# 	min size: 22
# fog clusters: 282
# 	max size: 4
# 	min size: 2
# nodes with bandwidth specified: 100
# 	cloud: 15
# 	fog: 85
# total CPU cores: 5130
# total memory GiB: 15500
# total ingress Mbps: 427314.59989952215
# total egress Mbps: 324725.45869215083
#
# n: 1000
# cloud_size_percentage: 15
# fog_size_percentage: 85
# min_max_cloud_cluster_size_percentage: [2, 5]
# min_max_fog_cluster_size_percentage: [0.2, 0.4]
# cloud_node_types: ['T4', 'T5', 'T6', 'T7', 'T8', 'T9', 'T10']
# fog_node_types: ['T1', 'T2', 'T3', 'T4']
# base_node_single_core_score: 1000
# min_max_cloud_node_single_core_score: [900, 1800]
# min_max_fog_node_single_core_score: [500, 1200]
# min_max_cluster_node_cost_per_core: [100, 300]
# nodes_with_bandwidth_capacity_percentage: 10
# min_max_ingress_bandwidth_per_core: [10, 1500]
# min_max_egress_bandwidth_per_core: [10, 1500]
# min_max_cloud_uptime_percentage_30_days: [97, 100]
# min_max_fog_uptime_percentage_30_days: [90, 100]
# min_max_intra_cluster_latencies: [2, 5]
# min_max_inter_cluster_latencies: [15, 50]
#
hostname,layer,region,cloud_zone,fog_location,cpu_cores,single_core_score,base_single_core_score,memory_GiB,ingress_bandwidth_Mbps,egress_bandwidth_Mbps,uptime_30d_percentage,cost
0,cloud,region-0,region-0-c,,32,1602,1000,128,41394.38465718743,15952.055206902169,97.823125495156,3755.169460792696
1,cloud,region-0,region-0-c,,8,1081,1000,32,2615.0292826871387,274.5490082674878,98.60895092045833,2038.4910367076977
2,cloud,region-0,region-0-a,,16,1239,1000,32,17174.898630965683,16117.760250239537,99.22740368928271,4218.191429181408
3,cloud,region-0,region-0-c,,4,1454,1000,16,4179.9157906819355,2978.894169185878,97.82493085971211,426.41609171900984
4,cloud,region-0,region-0-a,,32,967,1000,128,18550.76299766126,9808.51586836467,98.89397802883278,3730.7211545016353
5,cloud,region-0,region-0-c,,8,1322,1000,32,4687.318437277403,443.2025280005945,99.08264246906803,1232.4148035064693
6,cloud,region-0,region-0-c,,8,1158,1000,16,1614.141154727152,517.6228793457223,97.82901673339589,1605.1155289408657
7,cloud,region-0,region-0-c,,32,1262,1000,64,44387.834763429135,18647.62107521539,98.18375577862055,3813.0955912278714
8,cloud,region-0,region-0-a,,32,1093,1000,128,25769.72497342704,3403.122902584194,97.388605277038,5771.303998157713
9,cloud,region-0,region-0-a,,32,1628,1000,128,32916.16232574573,27332.498436936792,99.93607379878581,3845.892231606381
10,cloud,region-0,region-0-c,,8,1603,1000,16,901.1686032448089,3718.5805321769853,99.92061609907883,1061.3306596990378
11,cloud,region-0,region-0-c,,16,1512,1000,32,21075.748370991758,8670.781267015665,98.51972695681548,2584.373184534119
12,cloud,region-0,region-0-b,,8,1231,1000,32,8649.516754335202,6912.8256692317,97.73947456046294,1196.129104290553
13,cloud,region-0,region-0-a,,4,1033,1000,16,5344.1993311052875,4674.067176241586,97.52033929751705,561.1462381003738
14,cloud,region-0,region-0-a,,4,1271,1000,16,417.3470168718413,1117.1906795479915,97.52467431099717,607.5885074052685
15,cloud,region-0,region-0-b,,16,1767,1000,32,9074.543809562561,19533.1895976251,99.218946443863,1683.8739617439683
16,cloud,region-0,region-0-a,,32,1109,1000,128,,,98.64081748461781,8516.14357176951
17,cloud,region-0,region-0-a,,8,1276,1000,32,,,98.87001398594857,1278.4153517322598
18,cloud,region-0,region-0-b,,32,1577,1000,128,,,99.21175294046985,6170.317497483038
19,cloud,region-0,region-0-c,,8,1021,1000,32,,,98.47118612055284,1464.6268766882974
20,cloud,region-0,region-0-c,,8,999,1000,16,,,98.26554418954656,1262.14059045906
21,cloud,region-0,region-0-a,,32,1275,1000,128,,,97.09716539464516,7576.363397663206
22,cloud,region-0,region-0-a,,32,1757,1000,64,,,97.14663750315793,3222.6390185196415
23,cloud,region-0,region-0-b,,8,1559,1000,16,,,99.49286519222564,1147.308104005748
24,cloud,region-0,region-0-a,,16,963,1000,64,,,97.29582890856092,3979.843579841176
25,cloud,region-0,region-0-a,,32,1687,1000,128,,,98.45061574685647,6978.551678927346
26,cloud,region-0,region-0-a,,16,1115,1000,32,,,98.11618678426096,2421.523472382296
27,cloud,region-0,region-0-a,,4,1444,1000,16,,,98.40505944951295,593.306009496199
28,cloud,region-0,region-0-c,,32,1205,1000,128,,,99.72253532718291,8869.899223412216
29,cloud,region-0,region-0-c,,8,1539,1000,16,,,99.54471790205723,932.1661537018618
30,cloud,region-0,region-0-a,,32,1448,1000,64,,,97.9151251655653,8539.635452565584
31,cloud,region-0,region-0-b,,8,1287,1000,32,,,97.158149313852,1169.1087538952702
32,cloud,region-1,region-1-b,,8,1477,1000,32,,,99.7455266370609,1149.986767418874
33,cloud,region-1,region-1-b,,8,1198,1000,32,,,99.70371978857426,2009.4115166954934
34,cloud,region-1,region-1-c,,8,1250,1000,32,,,97.90563442325794,1077.774924170064
35,cloud,region-1,region-1-b,,8,1789,1000,16,,,98.01246616277,1705.1184141320023
36,cloud,region-1,region-1-c,,8,1425,1000,16,,,97.89551332832923,1532.542438373059
37,cloud,region-1,region-1-a,,8,1753,1000,32,,,97.54671778701743,1108.920270163394
38,cloud,region-1,region-1-b,,32,1778,1000,64,,,97.6705828790785,7020.5725474187075
39,cloud,region-1,region-1-b,,32,1176,1000,64,,,99.26053377876549,7196.268562289353
40,cloud,region-1,region-1-c,,8,1651,1000,16,,,98.7102462981189,1142.0955369827461
41,cloud,region-1,region-1-a,,32,1314,1000,64,,,99.82559926434568,3889.815103061988
42,cloud,region-1,region-1-a,,16,982,1000,64,,,97.18628080076495,2808.369860824749
43,cloud,region-1,region-1-a,,16,1272,1000,32,,,97.6067138425847,3218.3539935125154
44,cloud,region-1,region-1-a,,8,1197,1000,32,,,99.03309645144783,904.3927617227677
45,cloud,region-1,region-1-a,,32,1708,1000,128,,,98.4578921599222,7503.299473998788
46,cloud,region-1,region-1-a,,8,1790,1000,16,,,98.96916302154898,1887.3308585901473
47,cloud,region-1,region-1-a,,32,907,1000,128,,,97.6474623939072,8679.172663593537
48,cloud,region-1,region-1-b,,16,1739,1000,32,,,98.30178470366604,4297.923594762173
49,cloud,region-1,region-1-c,,32,1173,1000,64,,,98.93118745314793,6403.490689654897
50,cloud,region-1,region-1-a,,8,1020,1000,32,,,97.15023895988901,2066.1208929530367
51,cloud,region-1,region-1-c,,4,1508,1000,16,,,99.02726655617522,715.6179125665035
52,cloud,region-1,region-1-b,,16,953,1000,64,,,99.56979259309794,2974.0571000916048
53,cloud,region-1,region-1-b,,8,1721,1000,16,,,98.54741263522818,1184.7695024298603
54,cloud,region-2,region-2-a,,16,1061,1000,32,,,98.392850132157,4177.789052320242
55,cloud,region-2,region-2-b,,16,1085,1000,64,,,99.68812626506336,4129.180054430892
56,cloud,region-2,region-2-b,,4,1156,1000,16,,,98.72318588881716,705.2518112658763
57,cloud,region-2,region-2-b,,4,1184,1000,16,,,99.17599435755838,1013.5489787805423
58,cloud,region-2,region-2-c,,32,1137,1000,64,,,97.00255922636119,3931.263286489797
59,cloud,region-2,region-2-a,,16,1584,1000,64,,,99.06264540762554,2252.4707290262745
60,cloud,region-2,region-2-c,,4,1380,1000,16,,,97.50525445278117,1124.2031781342996
61,cloud,region-2,region-2-c,,32,1427,1000,64,,,97.88635057295913,8452.126805631362
62,cloud,region-2,region-2-c,,8,1261,1000,16,,,98.76745201188368,1462.1071358509862
63,cloud,region-2,region-2-a,,8,1782,1000,32,,,98.92254464224699,1631.099323567065
64,cloud,region-2,region-2-c,,8,1209,1000,16,,,99.14158859046249,2312.596567793138
65,cloud,region-2,region-2-b,,16,1290,1000,32,,,98.77431136431862,2408.013589535928
66,cloud,region-2,region-2-b,,32,1441,1000,128,,,98.4519952739036,5863.021918520724
