# generated at: 2024-07-13 09:58:27.311537
#
# total pods: 2620
# total workloads: 331
# total requested memory of goal:  55.3%
# total requested CPU of goal: 57.7%
# total requested ingress of goal: 9.8%
# total requested egress of goal: 11.2%
#
# total_cpu_cores: 4966
# total_memory_GB: 15024
# total_ingress: 424858.9534700488
# total_egress: 364906.993549236
# target_utilization_percent: 50
# number_of_apps: 12
# min_max_api_composition_workloads_top_level: [4, 7]
# min_max_api_composition_call_depth: [2, 7]
# min_max_api_composition_randomly_connected_workloads_percent: 20
# min_max_messaging_workloads_per_app: [20, 50]
# min_max_messaging_call_depth: [0, 1]
# min_max_replication: [4, 10]
# fog_only_workloads_percentage: 10
# cloud_only_workloads_percentage: 10
# uptime_request_workloads_percentage: 10
# min_max_uptime_request_percentage_30_days: [92, 100]
# bandwidth_request_workloads_percentage: 2
# min_max_ingress_bandwidth_request_per_core: [5, 1500]
# min_max_egress_bandwidth_request_per_core: [5, 1500]
# latency_request_workloads_percentage: 20
# max_latency_request_to_neighbors_percentage: 10
# min_max_latency_request_value: [4, 30]
# min_max_cpu_request_cores: [0.2, 2]
# min_max_memory_request_GB: [0.5, 6]
#
id,app_id,app_type,workload_id,replica_id,layer,cpu_request_cores,memory_request_GiB,ingress_bandwidth_request_Mbps,egress_bandwidth_request_Mbps,uptime_30d_percentage_request
app-msg-0-workload-0-replica-0,0,messaging,0,0,edge-cloud,0.5,4.1,,,
app-msg-0-workload-1-replica-0,0,messaging,1,0,edge-cloud,0.3,4.9,,,
app-msg-0-workload-2-replica-0,0,messaging,2,0,edge-cloud,0.4,2.2,,,
app-msg-0-workload-3-replica-0,0,messaging,3,0,edge-cloud,1.3,4.0,,,95
app-msg-0-workload-4-replica-0,0,messaging,4,0,edge-cloud,1.7,0.9,,,
app-msg-0-workload-5-replica-0,0,messaging,5,0,edge-cloud,1.6,5.5,,,
app-msg-0-workload-6-replica-0,0,messaging,6,0,edge-cloud,1.6,4.8,,,96
app-msg-0-workload-7-replica-0,0,messaging,7,0,edge-cloud,1.8,2.2,,,
app-msg-0-workload-8-replica-0,0,messaging,8,0,edge-cloud,1.1,4.0,,,
app-msg-0-workload-9-replica-0,0,messaging,9,0,edge-cloud,0.6,2.9,,,
app-msg-0-workload-10-replica-0,0,messaging,10,0,cloud,0.6,3.5,,,
app-msg-0-workload-11-replica-0,0,messaging,11,0,edge-cloud,1.0,0.8,,,
app-msg-0-workload-12-replica-0,0,messaging,12,0,edge-cloud,1.3,0.6,,,
app-msg-0-workload-13-replica-0,0,messaging,13,0,edge-cloud,1.5,3.1,,,
app-msg-0-workload-14-replica-0,0,messaging,14,0,edge-cloud,1.8,5.6,,,
app-msg-0-workload-15-replica-0,0,messaging,15,0,fog,1.2,1.0,,,
app-msg-0-workload-16-replica-0,0,messaging,16,0,cloud,1.5,3.7,,,
app-msg-0-workload-17-replica-0,0,messaging,17,0,cloud,1.2,1.5,,,
app-msg-0-workload-18-replica-0,0,messaging,18,0,edge-cloud,0.3,3.7,,,99
app-msg-0-workload-19-replica-0,0,messaging,19,0,edge-cloud,0.3,0.9,,,
app-msg-0-workload-20-replica-0,0,messaging,20,0,edge-cloud,1.1,4.3,,,
app-msg-1-workload-0-replica-0,1,messaging,0,0,edge-cloud,1.2,1.1,,,98
app-msg-1-workload-1-replica-0,1,messaging,1,0,edge-cloud,1.2,1.8,,,
app-msg-1-workload-2-replica-0,1,messaging,2,0,edge-cloud,1.6,3.6,,,
app-msg-1-workload-3-replica-0,1,messaging,3,0,edge-cloud,1.1,0.7,,,
app-msg-1-workload-4-replica-0,1,messaging,4,0,edge-cloud,1.3,4.8,,,
app-msg-1-workload-5-replica-0,1,messaging,5,0,cloud,0.8,2.5,,,
app-msg-1-workload-6-replica-0,1,messaging,6,0,edge-cloud,0.7,5.7,,,
app-msg-1-workload-7-replica-0,1,messaging,7,0,edge-cloud,1.4,1.7,,,
