# generated at: 2024-07-13 09:53:57.952077
#
# nodes: 1000
# cloud clusters: 5
# 	max size: 41
# 	min size: 24
# fog clusters: 287
# 	max size: 4
# 	min size: 2
# nodes with bandwidth specified: 100
# 	cloud: 15
# 	fog: 85
# total CPU cores: 4966
# total memory GiB: 15024
# total ingress Mbps: 424858.9534700488
# total egress Mbps: 364906.993549236
#
# n: 1000
# cloud_size_percentage: 15
# fog_size_percentage: 85
# min_max_cloud_cluster_size_percentage: [2, 5]
# min_max_fog_cluster_size_percentage: [0.2, 0.4]
# cloud_node_types: ['T4', 'T5', 'T6', 'T7', 'T8', 'T9', 'T10']
# fog_node_types: ['T1', 'T2', 'T3', 'T4']
# base_node_single_core_score: 1000
# min_max_cloud_node_single_core_score: [900, 1800]
# min_max_fog_node_single_core_score: [500, 1200]
# min_max_cluster_node_cost_per_core: [100, 300]
# nodes_with_bandwidth_capacity_percentage: 10
# min_max_ingress_bandwidth_per_core: [10, 1500]
# min_max_egress_bandwidth_per_core: [10, 1500]
# min_max_cloud_uptime_percentage_30_days: [97, 100]
# min_max_fog_uptime_percentage_30_days: [90, 100]
# min_max_intra_cluster_latencies: [2, 5]
# min_max_inter_cluster_latencies: [15, 50]
#
hostname,layer,region,cloud_zone,fog_location,cpu_cores,single_core_score,base_single_core_score,memory_GiB,ingress_bandwidth_Mbps,egress_bandwidth_Mbps,uptime_30d_percentage,cost
0,cloud,region-0,region-0-a,,8,1550,1000,32,10920.300516856525,685.139599203863,98.04227754214888,1760.3388050084548
1,cloud,region-0,region-0-b,,4,1140,1000,16,1966.0902267107474,5165.748312341923,99.24996578822613,709.6500568512522
2,cloud,region-0,region-0-a,,32,1005,1000,128,45359.37601960478,29933.430413991882,98.23033097430003,8026.995582846854
3,cloud,region-0,region-0-a,,8,1375,1000,16,11935.342858632624,8478.649626211003,98.39310106962176,2042.352348317092
4,cloud,region-0,region-0-c,,8,1468,1000,16,5982.955748908518,11804.214396185518,97.91217031003056,882.8770211591291
5,cloud,region-0,region-0-b,,32,1293,1000,64,43188.22173205563,6606.075995344093,99.55170737553144,5346.094249503452
6,cloud,region-0,region-0-a,,4,1073,1000,16,5441.462838080149,5238.741959513688,99.17499513794351,588.0035610109435
7,cloud,region-0,region-0-c,,8,1536,1000,16,2414.071720394601,10849.780487301798,99.85454067985486,1537.4240632342894
8,cloud,region-0,region-0-a,,8,1136,1000,16,1603.857582791413,2892.2776693251435,99.00738005549185,1759.5130080024264
9,cloud,region-0,region-0-a,,16,1681,1000,64,22920.47772791918,19115.861853982246,98.9024084986625,3839.9414236352764
10,cloud,region-0,region-0-a,,32,1226,1000,128,28422.497486520948,21480.377092419672,99.53221321468712,8802.437828328842
11,cloud,region-0,region-0-c,,16,1265,1000,32,11779.43037962551,13482.694916294826,97.98399881507845,1809.6863088855837
12,cloud,region-0,region-0-b,,32,1595,1000,128,24711.969865116385,3995.4800486437707,98.83852266699118,9244.849540107645
13,cloud,region-0,region-0-b,,8,927,1000,32,10159.345704557887,9673.63768622258,99.9872676471545,1613.786740767196
14,cloud,region-0,region-0-c,,16,984,1000,32,13489.775483189118,13522.749555132208,97.52843070535725,3584.5731632020243
15,cloud,region-0,region-0-a,,16,996,1000,64,11554.348119863569,10007.582373065832,97.2699925740144,4095.245696491188
16,cloud,region-0,region-0-c,,16,952,1000,64,,,98.14175792301312,4322.741435320839
17,cloud,region-0,region-0-a,,16,1210,1000,32,,,99.19860765328436,3885.1681324199276
18,cloud,region-0,region-0-b,,8,1694,1000,32,,,98.39185742295842,1107.0027732386543
19,cloud,region-0,region-0-b,,16,1205,1000,64,,,97.823228798082,1897.4719536114542
20,cloud,region-0,region-0-c,,4,1483,1000,16,,,98.99298679145946,686.2661262539534
21,cloud,region-0,region-0-c,,16,917,1000,64,,,98.91942409189836,1650.9395851069187
22,cloud,region-0,region-0-c,,32,1225,1000,128,,,98.20459631708648,4788.889051892853
23,cloud,region-0,region-0-b,,16,1622,1000,64,,,99.8567396344539,1684.2856058510329
24,cloud,region-0,region-0-c,,32,1614,1000,128,,,97.74903056537563,7519.987464304445
25,cloud,region-0,region-0-c,,4,1489,1000,16,,,97.87161850954031,649.6681192150787
26,cloud,region-0,region-0-a,,32,1734,1000,64,,,99.17464097363394,9291.625286864086
27,cloud,region-0,region-0-b,,16,1768,1000,64,,,98.17931447559518,2811.8148401160634
28,cloud,region-0,region-0-c,,16,1092,1000,32,,,99.84262921479927,4553.218562948112
29,cloud,region-0,region-0-b,,32,1122,1000,64,,,99.73514168898251,5924.049542518302
30,cloud,region-0,region-0-c,,32,1010,1000,128,,,99.32150820818276,7708.36282973364
31,cloud,region-1,region-1-c,,8,1244,1000,32,,,99.30730883009053,1161.2256948683762
32,cloud,region-1,region-1-c,,4,1260,1000,16,,,97.34047031153558,922.7765813449907
33,cloud,region-1,region-1-b,,4,1657,1000,16,,,99.48232804333733,766.3954048210569
34,cloud,region-1,region-1-a,,32,1527,1000,64,,,98.44934029676756,3929.853668121396
35,cloud,region-1,region-1-a,,8,1400,1000,16,,,98.12861074869572,858.7912862717252
36,cloud,region-1,region-1-c,,8,968,1000,16,,,98.2677473958985,1594.3059998256185
37,cloud,region-1,region-1-a,,32,932,1000,128,,,97.89305518138394,8788.540834876618
38,cloud,region-1,region-1-b,,8,1722,1000,16,,,98.34950879881241,1762.121982759662
39,cloud,region-1,region-1-b,,16,1252,1000,32,,,99.5199103519111,2865.4456227766364
40,cloud,region-1,region-1-c,,16,1472,1000,64,,,99.72860923858849,3615.38434717326
41,cloud,region-1,region-1-a,,32,903,1000,128,,,99.45908562765837,6337.593665333829
42,cloud,region-1,region-1-c,,32,1449,1000,128,,,97.50628939007181,3646.7644292149644
43,cloud,region-1,region-1-b,,8,1629,1000,32,,,98.6860049258922,2296.3719455138707
44,cloud,region-1,region-1-a,,16,1344,1000,32,,,97.39366090415885,2413.8676652457234
45,cloud,region-1,region-1-c,,16,970,1000,64,,,99.80579167915026,4252.22661289164
46,cloud,region-1,region-1-b,,4,1347,1000,16,,,98.48801468268728,1035.6152283522506
47,cloud,region-1,region-1-c,,4,1581,1000,16,,,98.49184592365512,490.7711899412493
48,cloud,region-1,region-1-a,,4,1200,1000,16,,,97.13996565714903,634.8864509884879
49,cloud,region-1,region-1-a,,8,1464,1000,32,,,98.30956118905931,2304.0923499466376
50,cloud,region-1,region-1-c,,8,961,1000,32,,,97.72718666105855,1524.0469472316495
51,cloud,region-1,region-1-c,,32,1425,1000,64,,,97.74104372230494,5960.877303267203
52,cloud,region-1,region-1-c,,32,1324,1000,128,,,97.8874607298737,9032.547260728265
53,cloud,region-1,region-1-b,,16,1707,1000,64,,,97.87345634226607,3184.183480064792
