# generated at: 2024-07-07 09:12:43.661766
#
# nodes: 10000
# cloud clusters: 5
# 	max size: 848
# 	min size: 216
# fog clusters: 1148
# 	max size: 10
# 	min size: 2
# nodes with bandwidth specified: 2000
# 	cloud: 600
# 	fog: 1400
# total CPU cores: 71250
# total memory GiB: 216384
# total ingress Mbps: 14469345.107934337
# total egress Mbps: 14882444.023064576
#
# n: 10000
# cloud_size_percentage: 30
# fog_size_percentage: 70
# min_max_cloud_cluster_size_percentage: [1, 10]
# min_max_fog_cluster_size_percentage: [0.03, 0.1]
# cloud_node_types: ['T4', 'T5', 'T6', 'T7', 'T8', 'T9', 'T10']
# fog_node_types: ['T1', 'T2', 'T3', 'T4']
# base_node_single_core_score: 1000
# min_max_cloud_node_single_core_score: [900, 1800]
# min_max_fog_node_single_core_score: [500, 1200]
# min_max_cluster_node_cost_per_core: [100, 300]
# nodes_with_bandwidth_capacity_percentage: 20
# min_max_ingress_bandwidth_per_core: [10, 2000]
# min_max_egress_bandwidth_per_core: [10, 2000]
# min_max_cloud_uptime_percentage_30_days: [97, 100]
# min_max_fog_uptime_percentage_30_days: [90, 100]
# min_max_intra_cluster_latencies: [2, 5]
# min_max_inter_cluster_latencies: [15, 50]
#
hostname,layer,region,cloud_zone,fog_location,cpu_cores,single_core_score,base_single_core_score,memory_GiB,ingress_bandwidth_Mbps,egress_bandwidth_Mbps,uptime_30d_percentage,cost
0,cloud,region-0,region-0-c,,8,1641,1000,32,13160.628788550055,9823.345904620064,99.13625864317208,1578.5452647505892
1,cloud,region-0,region-0-b,,4,1572,1000,16,751.4673620223822,5804.505965964938,97.49496377899113,891.4238295661424
2,cloud,region-0,region-0-c,,16,1219,1000,64,30359.081814383273,344.0571826369784,97.58665352524018,3587.9250862804965
3,cloud,region-0,region-0-a,,8,1432,1000,16,14711.230300948948,15078.756990180751,99.97141560584288,1773.0240378353826
4,cloud,region-0,region-0-c,,16,1158,1000,32,8494.996860120003,20774.80031302812,97.17737743207275,2585.226552316694
5,cloud,region-0,region-0-a,,8,1491,1000,16,4165.861184504326,5822.460789751522,98.02858037618813,1218.6695473499549
6,cloud,region-0,region-0-b,,4,1055,1000,16,5703.034705537044,1223.2144550232547,99.69230585818235,1057.4168295481547
7,cloud,region-0,region-0-a,,16,1709,1000,64,31038.452165453917,20344.592750091997,99.89459550581218,3129.459668642401
8,cloud,region-0,region-0-c,,16,1696,1000,32,25678.438392741362,3538.562357744015,97.61131650464714,3415.899685461007
9,cloud,region-0,region-0-a,,16,1248,1000,64,2410.5338049638135,23843.5464202462,97.0121426349885,3881.4540712206194
10,cloud,region-0,region-0-b,,16,1247,1000,32,8942.222906770507,29248.559301638994,99.88852643317442,3214.5853030955386
11,cloud,region-0,region-0-b,,16,1768,1000,64,18043.262989951363,19249.459104670157,99.00207044953991,2082.738204868724
12,cloud,region-0,region-0-b,,4,1157,1000,16,2326.978556568215,6790.270478208609,98.99648434591121,530.4157202926865
13,cloud,region-0,region-0-b,,8,1762,1000,32,9130.233763209377,12759.582822051812,98.84206786563502,2396.395145449642
14,cloud,region-0,region-0-c,,16,1393,1000,64,21415.51056381633,18251.720455873805,97.26377488304342,4326.042809392693
15,cloud,region-0,region-0-c,,4,1117,1000,16,2889.352096970176,2772.247786040503,98.97222912317446,735.091991111698
16,cloud,region-0,region-0-c,,32,1594,1000,64,43740.74056327269,37207.42641640456,97.33374654513813,3480.9407334700027
17,cloud,region-0,region-0-c,,4,1526,1000,16,7142.4905670427615,6055.8203516805215,99.21854051358243,685.8597452478205
18,cloud,region-0,region-0-c,,8,1105,1000,32,1062.3321949990254,2789.6654434479387,97.2997040807984,964.6057058319728
19,cloud,region-0,region-0-b,,16,1687,1000,64,31635.302167794496,18153.495044593292,98.48664324776439,4129.216231805475
20,cloud,region-0,region-0-a,,8,1436,1000,16,10323.111716575535,14815.674833885385,97.09833766523948,1303.8152635258693
21,cloud,region-0,region-0-c,,32,1539,1000,128,49719.301529444565,27866.62854588257,99.9181319908451,8873.266351392573
22,cloud,region-0,region-0-a,,16,1094,1000,32,27490.977893797808,18034.094713974977,97.62324512536361,4225.491773539984
23,cloud,region-0,region-0-b,,16,1138,1000,64,31745.15725318818,29983.25123489801,99.84234629963024,4131.822324040335
24,cloud,region-0,region-0-c,,32,1095,1000,64,62095.21163959593,57082.49730298476,98.3729613110648,6661.1301893959735
25,cloud,region-0,region-0-a,,4,1367,1000,16,2301.190307808645,2829.131387598342,98.99766759621913,450.7896097154178
26,cloud,region-0,region-0-c,,8,1596,1000,16,9863.00779372527,3288.2274412517777,98.76513933996549,1847.4879996515056
27,cloud,region-0,region-0-c,,16,1035,1000,64,23619.88412497083,25350.93803410247,98.71616975462,2033.3199197044396
28,cloud,region-0,region-0-c,,8,1783,1000,32,9830.206249779903,3688.2054339025217,98.5005885212818,2071.5606802213706
29,cloud,region-0,region-0-a,,8,1446,1000,32,5524.188473586109,7978.19120447076,99.0293426633443,1709.3964549613013
30,cloud,region-0,region-0-a,,8,1589,1000,16,2894.198046280848,2774.6823933883807,98.47232698432182,2192.324843022585
31,cloud,region-0,region-0-c,,32,1654,1000,64,846.8239212070961,46484.69191263797,98.12707249603484,5463.91991301737
32,cloud,region-0,region-0-a,,8,1755,1000,32,15726.751714419848,902.8855085992521,97.67857094274403,2018.986086156946
33,cloud,region-0,region-0-c,,16,1789,1000,64,28570.88239603029,22090.14235528321,98.1695412171394,3010.4942411105962
34,cloud,region-0,region-0-c,,8,1341,1000,32,12544.147127893017,15590.036974996152,98.75679956314991,1865.434739931818
35,cloud,region-0,region-0-a,,4,1604,1000,16,2368.6025231377416,7844.1579132845545,98.9779198843414,913.0924850176326
