# generated at: 2024-07-13 09:35:24.025859
#
# nodes: 1000
# cloud clusters: 5
# 	max size: 34
# 	min size: 24
# fog clusters: 286
# 	max size: 4
# 	min size: 2
# nodes with bandwidth specified: 100
# 	cloud: 15
# 	fog: 85
# total CPU cores: 5202
# total memory GiB: 15640
# total ingress Mbps: 431873.6446907887
# total egress Mbps: 448264.5411611149
#
# n: 1000
# cloud_size_percentage: 15
# fog_size_percentage: 85
# min_max_cloud_cluster_size_percentage: [2, 5]
# min_max_fog_cluster_size_percentage: [0.2, 0.4]
# cloud_node_types: ['T4', 'T5', 'T6', 'T7', 'T8', 'T9', 'T10']
# fog_node_types: ['T1', 'T2', 'T3', 'T4']
# base_node_single_core_score: 1000
# min_max_cloud_node_single_core_score: [900, 1800]
# min_max_fog_node_single_core_score: [500, 1200]
# min_max_cluster_node_cost_per_core: [100, 300]
# nodes_with_bandwidth_capacity_percentage: 10
# min_max_ingress_bandwidth_per_core: [10, 1500]
# min_max_egress_bandwidth_per_core: [10, 1500]
# min_max_cloud_uptime_percentage_30_days: [97, 100]
# min_max_fog_uptime_percentage_30_days: [90, 100]
# min_max_intra_cluster_latencies: [2, 5]
# min_max_inter_cluster_latencies: [15, 50]
#
hostname,layer,region,cloud_zone,fog_location,cpu_cores,single_core_score,base_single_core_score,memory_GiB,ingress_bandwidth_Mbps,egress_bandwidth_Mbps,uptime_30d_percentage,cost
0,cloud,region-0,region-0-c,,32,1069,1000,64,23570.310762365916,42353.02156744284,97.84224115419484,7692.023588696814
1,cloud,region-0,region-0-b,,4,922,1000,16,4834.297530026595,1904.8204260162127,97.02096255597522,1065.179706229185
2,cloud,region-0,region-0-b,,8,983,1000,16,3038.7009420862278,9014.069695979984,97.94404336228004,1894.9777211519065
3,cloud,region-0,region-0-a,,8,1019,1000,16,6966.2646999090175,5413.921659589352,98.84883372300716,2204.5945179771243
4,cloud,region-0,region-0-a,,32,1101,1000,64,27768.054877182196,34139.063000009104,99.58226655102033,6493.296886895437
5,cloud,region-0,region-0-c,,8,1261,1000,16,8665.81955357727,7546.12695865627,97.08881541127029,2223.6203715796437
6,cloud,region-0,region-0-b,,4,1717,1000,16,4551.358331949398,2183.618096155338,98.38297599883147,964.8004731061839
7,cloud,region-0,region-0-b,,16,1564,1000,64,4162.691375497831,15303.82608890254,97.87079950758732,2196.0134830902325
8,cloud,region-0,region-0-c,,8,1599,1000,16,886.673118721012,5286.535651761281,97.21547722917835,1512.3821786727929
9,cloud,region-0,region-0-c,,32,1288,1000,64,16784.023338089282,30016.593331103635,98.03778363957728,6058.483630322994
10,cloud,region-0,region-0-b,,32,935,1000,128,37593.85171252318,44990.7796068787,97.88571796901466,7089.561017888266
11,cloud,region-0,region-0-b,,16,1777,1000,64,23485.50150073761,14143.393380208647,98.59717612001845,2539.9825440353743
12,cloud,region-0,region-0-c,,16,1361,1000,32,19380.670902607777,8564.913907606326,99.26187695979756,4321.420124719905
13,cloud,region-0,region-0-b,,32,963,1000,128,46599.01992248539,4475.086080298723,97.0784492246784,4393.7805676603075
14,cloud,region-0,region-0-c,,8,1054,1000,32,9727.570803513503,4695.024336516579,99.61147124415005,2149.5788128754275
15,cloud,region-0,region-0-c,,32,1211,1000,128,3250.5654076300148,11740.322209624232,99.2511907957963,7518.603610271048
16,cloud,region-0,region-0-a,,16,1328,1000,64,,,99.69776208493346,2240.272122095302
17,cloud,region-0,region-0-b,,32,1518,1000,64,,,99.22261178332937,9596.037293545676
18,cloud,region-0,region-0-b,,32,1318,1000,64,,,99.36496014632547,9525.117695075825
19,cloud,region-0,region-0-a,,32,1588,1000,128,,,99.97653431844947,8458.613607831845
20,cloud,region-0,region-0-b,,16,1139,1000,64,,,99.61387899417988,4590.35918995229
21,cloud,region-0,region-0-c,,16,1250,1000,64,,,99.99093429373252,2825.1312068736725
